company_name,address,midc_area,industry_label,business_type,latitude,longitude,phone,website,rating,total_reviews
Nilons Enterprises Pvt. Ltd.,"6th Floor, Baner Biz Bay, 2, Baner - Balewadi Rd, opposite Syngenta, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",Hinjewadi,Food Processing,Manufacturer,18.5667254,73.7713375,020 6718 0700,http://www.nilons.com/,4.2,69
"Nitor Infotech, an Ascendion company","Rhine, Block 1.5, Hinjewadi Rajiv Gandhi Infotech Park 4 Wing-A, Embassy Tech Zone, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.6062896,73.7167088,020 6694 0100,https://www.nitorinfotech.com/,4.3,220
Njyo Techsystems Pvt.Ltd.,"Office No.302,Gera's Imperium Rise,Rajiv Gandhi Infotech Park,Phase, ||, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5963822,73.7179441,093258 58525,,5,4
Nord Drivesystems Pvt Ltd,"Mann, 282/2 & 283/2, Tal.Mulshi Poud Rd, Midc-2, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5927061,73.7024533,020 3980 1200,http://www.nord.com/,4.6,86
Novimeq Automation Private Limited,"8th Floor, Midas Tower, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.5905305,73.7352828,089832 67998,https://www.novimeqautomation.com/,3,2
Oerlikon HRSflow India Pvt Ltd,"house, Building A, Lalwani Plaza, 3rd, above axis bank, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.5624383,73.9090018,020 4126 0008,https://www.hrsflow.com/ww/en/?mtm_campaign=google-profile-click&mtm_source=search&mtm_medium=google-business&mtm_group=oerlikon-marketing,4.2,64
OM GAJANAN PACKAGING,"shop no 115, Undri City Center Mall, Bellagio, Undri, Pune, Maharashtra 411060, India",Hinjewadi,General Manufacturing,Manufacturer,18.4558643,73.9131429,098600 94602,http://www.ogpteck.com/,4.5,8
Om logistics,"Mahalunge, Maharashtra 410501, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.7359735,73.7990066,011 4597 0303,https://omlogistics.co.in/contact/,3.8,223
Om Logistics,"Sr. no. 257 /4, MIDC Road , Nr. Tata Jhonson, Hinjewadi, Pune, Maharashtra 411070, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.65153,73.839894,098817 77039,https://omlogistics.co.in/,3.8,4
Om logistics pvt ltd,"JP5F+2VF, Unnamed Road, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.6075641,73.7246699,011 4597 0303,http://omlogistics.co.in/,3.8,11
Omniactive Health Technologies,"Plot No.38 & 39, Hinjawadi Phase 2 Rd, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Pharmaceutical Manufacturing,Manufacturer,18.5955584,73.7133992,020 6674 2700,http://www.omniactives.com/,4.2,42
Option Logistics,"J-71, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.6238648,73.8415916,092232 53526,http://www.optionlogistics.com/,3.5,10
OPTRATEC TECHNOLOGIES PRIVATE LIMITED,"Plot No 30, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5884419,73.7376285,090282 41325,http://www.optratec.in/,4.5,2
Overseas Plasti Moulders India Ltd,"HPVH+JQ6, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Plastic Manufacturing,Manufacturer,18.5940471,73.7293838,,,4.1,20
OVI ENGINEERS PRIVATE LIMITED,"Sr.No.253/1,Plot No.4, Tirumala Industrial Estate, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.5971406,73.7247987,086050 09867,http://www.oviengineers.com/,4.5,21
P99SOFT Pvt Ltd - Pune,"Office No: 919, Suratwala Mark Plazoo, Hinjawadi Phase 1 Rd, opposite Indian Oil Petrol Pump, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5898385,73.7482958,,https://p99soft.com/,5,64
Paradiso Software,"JK Tech Square, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5928392,73.6888549,078758 43886,http://paradisosolutions.com/,4.6,113
Parakh Flexipacks ( Parakh Agro Packaging Division),"Gat No: 45/1,2,3, Daund, Bhandgaon, Maharashtra 412203, India",Hinjewadi,General Manufacturing,Manufacturer,18.4631074,74.3170205,020 6629 6100,http://www.parakhflexipacks.com/,4.4,32
"Patson Electricals & Controls - Burner Controls Supplier in Pune, Flame Monitoring systems Aurangabad/Nashik","C4, Pavana industrial premises, near hockey stadium, MIDC, Bhosari, Pune, Maharashtra 411026, India",Hinjewadi,General Manufacturing,Manufacturer,18.6238554,73.8252589,098509 76205,http://www.patsoncontrols.com/,5,5
Patson Machines Pvt. Ltd.,"S.No, 78/2, NDA Rd, near Chaudhari Veet Bhatti, Shivane, Pune, Maharashtra 411023, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.4663672,73.7951925,080 4275 2908,http://www.patsonmachine.in/pune,4,2
Perifon Electronics India Pvt Ltd,"Gat No.121 Sangavade Darumbre, Road, near Terra Greens Society, Sangavde, Sangavade, Pune, Maharashtra 412101, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.6515932,73.7027095,098901 21213,http://www.perifonelectronics.com/,5,14
Persistent Systems,"Plot No.39, MIDC, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5886328,73.738091,020 6798 0000,https://www.persistent.com/,4.5,1849
PharmaACE,"10th Floor, IT-9, BLUE RIDGE, Blue Ridge, Phase 1, Blueridge Sez, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Pharmaceutical Manufacturing,Manufacturer,18.5790596,73.7402297,,https://www.pharmaace.com/,4.1,17
Poona Forge Private Limited,"J 52, Indrayani Nagar Rd, S Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.6326658,73.837885,020 2712 2313,http://www.poonaforge.com/,4.1,85
Powercon Ventures India Pvt. Ltd.,"Level 5, New Balewadi, Baner - Pashan Link Rd, Baner Gaon, Baner, Pune, Maharashtra 411045, India",Hinjewadi,Renewable Energy,Manufacturer,18.5680167,73.7751349,020 6648 4866,https://www.powercon.in/,4.8,96
Prime Industries,"Shade No.4, Survey No. 28/25 Dugane Industrial Estate Raikar Mala Road, near Soham Gas Benkar, Dhayari, Pune, Maharashtra 411041, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.4456286,73.8197442,098815 93947,http://primeindglobal.com/,5,43
Prometteur Solutions Pvt Ltd,"2228, EFC Tech Centre, 2nd Floor, II, 1, near Ruby Hall Clinic, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.592526,73.7337165,080875 55678,http://www.prometteursolutions.com/,4.5,118
Pune warehouse service,"Shop 3, highbhliss society, near dhayari, Abasaheb Raikar Nagar, Dhayari Phata, Pune, Maharashtra 411041, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.4547947,73.8147271,,https://punewarehouse.com/contact/,5,1
"Pure Technology | Software & Mobile App Development Company, IT staffing, IoT solution for Smart factory","603, White Square, Hinjewadi-Wakad Road, Near, Wakad Bridge, Phase 1, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5909775,73.7531958,083298 49726,https://puretechnology.in/,4.4,45
Qodequay Technologies Pvt. Ltd.,"3rd floor, Hashtag Building, Maan Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5824436,73.7261074,,https://www.qodequay.com/?utm_source=google&utm_medium=googleplaces&utm_campaign=qodequay&utm_id=GMB,4.6,18
"Qubix SEZ, Blue Ridge","S.No.173, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5792792,73.738811,020 3980 3980,http://www.blueridge.in/sez.htm,4.4,4033
Qynext (???????????) Softech Services Pvt. Ltd. | Software Training Institute,"Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5941586,73.7036514,099239 38698,https://www.qynext.co.in/,4.6,42
Radius Tech Park,"IGSST, Plot No 41, Rajeev Gandhi Infotech Park, MIDC, Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Hinjewadi, Pune, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5810595,73.7384591,1800 121 9090,,4.1,313
Raj Process Equipments And Systems Pvt Ltd,"3rd floor, Jai Ganesh Fame Building, Jai Ganesh Vision, 'B' Wing, Akurdi, Pune, Maharashtra 411035, India",Hinjewadi,General Manufacturing,Manufacturer,18.6481422,73.7845109,020 6901 8100,http://www.rajprocess.com/,4.4,48
Rapportsoft Consulting & Technology Pvt. Ltd.,"Office No - 321, Xion, near Dmart, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5927235,73.744964,083294 69330,http://www.rapportsoft.co.in/,4,15
Ravindra Logistics,"712 & 713, Market Yard, Gultekadi, Pune, Maharashtra 411037, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.4830566,73.8681194,020 6524 0431,https://ravindralogistics.com/,4,5
Raymagic Green Energy Pvt. Ltd. ( ?? ????? ????? ?????? ????. ??. ),"RAYMAGIC HOUSE, 405/410, Senapati Bapat Rd, opp. PANTLOONS MALL, Chaitanya Society, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",Hinjewadi,Renewable Energy,Manufacturer,18.5313231,73.8301617,088885 85385,https://www.raymagic.in/,5,45
Raza Enterprises,"Shop No 01, Laxmi Chowk Midc Road Hinjewadi Phase 1, Pune, Maharashtra 411057, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.5996909,73.7322423,077749 07637,,,
Reva Process Technologies,"7th floor trident business center, Pashan Hwy Side Rd, Baner, Pune, Maharashtra 411069, India",Hinjewadi,General Manufacturing,Manufacturer,18.5483552,73.7739393,070309 02330,http://www.revaprocess.in/,4.2,41
Reva Tech Software Solution,"First Floor, Office No : 108, Icon Tower, kasturi Chauk, Bhumkar Nagar, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.6009509,73.7460016,085858 53699,http://www.revatech.in/,5,61
Rij Electricals,"Sr No 43, Near Xrbia, Nerhe, Dattawadi, Mulshi, Maharashtra 411033, India",Hinjewadi,General Manufacturing,Manufacturer,18.614771,73.6950775,095951 81834,http://www.rij.co.in/,4.7,16
RMNexo Software Pvt. Ltd.,"Office #109, First Floor, City Center, Hinjawadi Phase 1 Rd, behind Persistent, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5865732,73.7386117,093077 66401,https://www.rmnexo.com/,5,1
Rockwell Automation,"Ground & 4th floor, Mississippi Building, Embassy Techzone, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.6038013,73.7158202,0120 467 1600,http://www.rockwellautomation.com/,4.5,63
ROSTAN Technologies Pvt. Ltd.,"Office 303, Suratwala Mark Plazzo, Hinjewadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5903171,73.7482845,098109 58952,http://www.rostantechnologies.com/,4,4
RVC Supply Chain Solutions Pvt Ltd,"Office No. 401 4th Floor, Kapil Classic, Riviresa Society, Baner, Pune, Maharashtra 411069, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.558113,73.7931718,088993 34455,https://www.rvcsupplychain.com/,3.8,69
Saad Fabrications-MS Railing/Safety Door/Window Grill/Balcony Shed in Baner|Bavdhan|Wakad| Hinjewadi|Pimple Saudagar|Ravet,"Shinde Chowk, Hinjewadi JP3H+C4J Purple Pride Link Road, Marunji Rd, Shinde nagar, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.6035806,73.727763,080877 94482,https://www.saadfabrications.com/,5,4
Saama Technologies (India) Pvt Ltd,"Level 10, Tower 8, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5792321,73.7393754,020 6692 9000,http://www.saama.com/,4.2,359
SACHA Engineering Private Limited,"Plot No.30, TechCentre, near Infosys Circle Phase 1 Hinjawadi, Hinjawadi Rajiv Gandhi Infotech Park, Phase-I, Pune, Maharashtra 411057, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.5922502,73.7329774,,https://sacha.group/,4.2,21
SAERTEX INDIA PRIVATE LIMITED,"S. No 282, Mann Village, Hinjewadi Phase II, Rajiv Gandhi Infotech Park, Pune, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5950715,73.7012262,020 6653 7600,http://www.saertex.com/,4,6
Sahara Fabrication,"Nirmitee Signature Rd, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.5950339,73.7592802,093706 93700,,5,4
Sahara Fabricators,"Shankar Kalate, rd, near by Pristin Prolife, Phase 3, Pune, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.5952297,73.7590081,093723 33853,,5,3
Sai Life Sciences,"BTS, Building No. 1, Plot No. 2, Chrysalis Enclave International Bio Tech Park, Hinjawadi Phase II, Pune, Maharashtra 411057, India",Hinjewadi,Pharmaceutical Manufacturing,Manufacturer,18.5958826,73.7163071,020 3012 5000,https://www.sailife.com/,4.6,15
Sai Packaging Industries (Unit-II),"D-33, Wai M I D C Road, Maharshtra Industrial Developement Corporation, Wai, Maharashtra 412803, India",Hinjewadi,General Manufacturing,Manufacturer,17.9767876,73.8820467,090674 74360,http://www.saipkgind.com/,4.6,10
Sai Ram Fabrication,"Shop No, 1, Marunji Rd, near Indira School, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Hinjewadi,General Manufacturing,Manufacturer,18.6087615,73.7479119,098345 06201,,5,24
Sai Ram fabrication and engineering works,"Pandhare Wasti, Kate Wasti, Punawale, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Hinjewadi,General Manufacturing,Manufacturer,18.628469,73.738975,070286 73083,,5,8
Sai shraddha fabrication and engineering works,"Near by Desi dhaba dhawale vasti Laxmi chowk, Hinjawadi Marunji Rd, Pune, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.5981358,73.734809,084129 94855,,,
sai warehouse,"HPMV+X3W, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.5851002,73.7426266,,,5,1
SAIRAJ ENTERPRISE,"laxmi chouk, Hinjawadi Phase 2 Rd, near the green Gazebo hotel, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.5992428,73.7292129,093565 25735,http://www.sairajenterprise.com/,4.7,116
Saka Engineering Systems Private Limited,"Unit 11, Teerth Business center, Road, EL Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.6384126,73.836417,099238 32858,http://sakaindia.com/,3.9,38
Salt Technologies,"Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5903927,73.7482331,081490 76070,https://www.salttechno.com/,4.2,33
Salunkhe Steel fabrication,"Ghotawade Phata, Mulshi, Pirangut, Maharashtra 412115, India",Hinjewadi,General Manufacturing,Manufacturer,18.5117391,73.6790056,096860 34353,https://sites.google.com/view/salunkhesteelfabrication/home,5,18
Samvardhana Motherson Group,"239/240, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Automobile Manufacturing,Manufacturer,18.591312,73.7311903,,,4,119
Sarvottam Food Products,"Survey No. 64/1A/1, Salve garden, Arihant Society, Kondhwa Budruk, Pune, Maharashtra 411048, India",Hinjewadi,Food Processing,Manufacturer,18.4579872,73.8796248,099705 11155,https://www.sarvottamfoods.com/,4.6,23
Saturo Technologies Private Limited,"Tower B, Terminal One, 402, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Pune, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5963005,73.7280026,020 7117 9633,http://www.saturotech.com/,4.2,53
Satyam electricals and AV solutions,"Survey No.264,B1/B1, Office no.2 Ground floor ,Krishna Kunj Building, Laxmi Chowk, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.6039393,73.7351717,,http://www.satyamelectricalsindia.com/,3,2
Saurvishwa Energy,"4th Floor, C Wing, Unit No.37 & 38, KK Market Rd, Bibwewadi, Pune, Maharashtra 411043, India",Hinjewadi,Renewable Energy,Manufacturer,18.46961,73.8600279,094228 82780,https://saurvishwa.com/,5,27
Scrimatec IT Solutions Pvt Ltd,"Suratwala Mark Plaza, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5898879,73.7480615,020 6666 2249,https://www.scrimatec.com/,4.8,17
Searce° | Pune,"IT-06, 6th Floor, Qubix Business Park SEZ, Blue Ridge Approach Road, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Pune, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5799894,73.7380798,,http://www.searce.com/,4.2,288
Sepadu Tech Pvt Ltd,"4th Floor, Office Towers, Office no.421,422,Vision One Mall, 403, Bhumkar Chowk Rd, near Ginger Hotel, Wakad, Pune, Maharashtra 411033, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.6086192,73.7521641,098504 13122,http://sepadutech.com/,4.5,49
SgurrEnergy | Renewable Energy Consultant |,"Level-4, Clover Metropole, 25, NIBM Rd, next to Clover Highland, Kondhwa, Pune, Maharashtra 411048, India",Hinjewadi,Renewable Energy,Manufacturer,18.4724622,73.8993821,062625 55222,https://www.sgurrenergy.com/,4.5,45
Shandong Heavy Industry India Pvt.Ltd. (A Weichai Company),"Survey No.280, Village, 281, Hinjawadi Phase 2 Rd, Maan, Pune, Maharashtra 411057, India",Hinjewadi,Automobile Manufacturing,Manufacturer,18.5892735,73.7050064,020 6792 1100,https://weichaiindia.com/,4.2,29
Shipco IT Pvt. Ltd.,"Sai Radhe, 602-603, Plot No 101-102, Behind Sheraton Hotel, near Pune Station, Pune, Maharashtra 411001, India",Hinjewadi,Logistics & Warehousing,Manufacturer,18.5310245,73.8710314,090280 67594,http://www.shipco-it.com/,4,136
SHREE BAGTESH CNC LASER CUTTING INDUSTRIES Marunji Hinjewadi Pune,"JP6C+XW5, Marunji Village, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.6125343,73.7217214,,,5,3
Shree Ganesh Enterprises,"Rajiv Gandhi Infotech, Park, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5819144,73.7390304,091686 91699,,5,1
Shree Sai Fabrication,"Hinjawadi Marunji Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.6026741,73.7316659,098222 97615,,3,2
Shreemai Fabricators & Alluminium Work in Pune,"Sr No 120, Shop no 1, Paud Rd, near Mahadev Mandir, Jay Bhavani Nagar, Kothrud, Pune, Maharashtra 411038, India",Hinjewadi,General Manufacturing,Manufacturer,18.509069,73.810069,092845 49958,https://shreemaifabricators.com/,4.9,128
Shreetech Data Limited,"Tirumala Industrial Estate, 253/1, Plot No. 4, Hinjawadi Phase 2 Rd, Hinjawadi, Pune, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5970621,73.7246572,086050 18342,http://www.shreetechdata.com/,4.2,38
Shri Ram Fabrication,"Shop No 4, Pashankar Corner Waghjai Nagar, Nande Road Near VTP, Godrej Builders, Mahalunge, Pune, Maharashtra 411045, India",Hinjewadi,General Manufacturing,Manufacturer,18.5680689,73.7456206,090287 02588,,5,13
Shri Sai Engineering and fabrication Works,"Hinjewadi, Kasturi Chauk, Dange Chowk Rd, Bhatewara Nagar, Hinjawadi, Wakad, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.5986028,73.743392,097301 66752,https://shrisaifabricationpune.in/,4.9,122
Siddhi Packaging Solutions,"Shop No 6, Mrvw+62R, Division, Fhata, Chimbali, Kurali, Maharashtra 410501, India",Hinjewadi,General Manufacturing,Manufacturer,18.6935392,73.8449354,072769 20202,https://www.siddhipackaging.co.in/,5,1
SIDDHIVINAYAK FABRICATERS AND ENGGINEARES,"SR.NO.80/1A, Vinode Wasti, Adora Tower, Wakad, Pune, Maharashtra 411033, India",Hinjewadi,General Manufacturing,Manufacturer,18.6014271,73.7408823,088884 84993,,5,4
Sirsonite Solutions Private Limited,"5th Floor, Tech Centre, Rajiv Gandhi MIDC Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5922481,73.733017,090217 47534,https://sirsonite.com/,4.4,16
Skyberg Infra Pvt Ltd,"ANP Landmark, 507, Hinjawadi - Wakad Rd, Bhumkar Nagar, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Renewable Energy,Manufacturer,18.6012262,73.7472034,077090 80304,https://www.skyberg.in/,5,25
SNDK Technologies Pvt. Ltd.,"Office No.806, 8th floor, Suratwala Mark Plazzo, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5903288,73.7482441,077700 05075,http://www.sndktech.com/,4.6,135
SNEHA INDUSTRIES - Pressed Tool Components Manufacturer,"X-7, near mahindra cie, General Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.6222699,73.833997,098227 90587,https://www.snehainds.com/,5,1
SoftTech Cloud Technologies Pvt Ltd,"Office No.301, 3rd Floor, Xion Mall, near DMart, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Hinjewadi,IT Services,Manufacturer,18.5924029,73.7452095,090211 84002,https://www.softtechcloud.com/,4.9,40
Software Technology Parks of India,"Plot No P1, MIDC, Hinjawadi Phase 1 Rd, Hinjawadi Rajiv Gandhi Infotech Park, Pune, Maharashtra 411057, India",Hinjewadi,Electronics Manufacturing,Manufacturer,18.5896664,73.7334804,020 2298 1000,https://pune.stpi.in/,4.3,121
Solargica Power Pvt Ltd,"business Square, Bavdhan Road, Lantana Gardens, Bavdhan, Pune, Maharashtra 411021, India",Hinjewadi,Renewable Energy,Manufacturer,18.5205709,73.7760714,087938 83494,http://www.solargica.com/,4.7,15
Solarich Power Solutions,"69, Mahesh Society, Bibwewadi, Pune, Maharashtra 411037, India",Hinjewadi,Renewable Energy,Manufacturer,18.469117,73.8656438,094206 80036,http://www.solarichpower.com/,5,33
Soldes Solution,"Office No. 01, Soldes Solution, near NH4, Ashok Nagar, Tathawade, Pune, Pimpri-Chinchwad, Maharashtra 411033, India",Hinjewadi,Renewable Energy,Manufacturer,18.622497,73.7475144,090227 43352,,5,24
SOLENGY ENERGY,"AT 01WORLD OFFICE, SURBHI COMPLEX 1ST FLOOR, Maharashtra Co-Operative Housing Society, Yerawada, Pune, Maharashtra 411006, India",Hinjewadi,Renewable Energy,Manufacturer,18.5583893,73.8965249,097670 93142,http://www.solengy.in/,4.7,167
Solitaire Packaging Private Limited,"Solitaire House Plot No. 184, 45/1/2, Sairang Samruddhi, Marunji, Tal.Mulshi Poud Rd, Pune, Maharashtra 411057, India",Hinjewadi,General Manufacturing,Manufacturer,18.6037691,73.7305953,098500 22668,http://solitairegroup.co.in/,5,1
Soul Foods,"Kolte Patil, LIFE REPUBLIC, 507 a r9, Hinjawadi, Marunji, pune, Maharashtra 411004, India",Hinjewadi,Food Processing,Manufacturer,18.6216615,73.7097262,098502 26980,,5,1
Spark Minda Technical Centre - SMIT,"Survey No: 254 (P), Rajiv Gandhi Infotech Park Vibgyor School Road Tal, Phase 1, Mulshi, Hinjawadi, Maharashtra 411057, India",Hinjewadi,Mechanical Engineering,Manufacturer,18.5973672,73.7275599,,https://sparkminda.com/,4.4,506
Spirangle Technologies,"Office No: 919, Gera Imperium Rise, near Wipro Circle, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,IT Services,Manufacturer,18.5961703,73.7176882,098344 00338,https://www.spirangletech.com/,5,5
Spitzen Energy Solutions (India) Private Limited,"201, Lohia Jain Square, near LMD Chowk, Vaidehi Enclave, Bavdhan, Pune, Maharashtra 411021, India",Hinjewadi,Renewable Energy,Manufacturer,18.511111,73.7771332,088888 06395,,4,4
SPONGE’n’CREAMS | Cake Shop and Bakery - Hinjewadi,"Shop 1, midc complex, Maan Rd, opp. INFOSYS PHASE-1, opp. Hinjewadi post office, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",Hinjewadi,Food Processing,Manufacturer,18.5867159,73.7367284,090289 71617,https://spongencreams.co.in/,4.7,863
